gene,r,p_adj
aten_0.1.m1.20133.m1,13,0.104718901
aten_0.1.m1.23642.m1,0,1
aten_0.1.m1.13017.m1,0,1
aten_0.1.m1.15721.m1,0,1
aten_0.1.m1.1400.m1,0,1
aten_0.1.m1.28197.m1,-13,0.417770413
aten_0.1.m1.28197.m1,-13,0.417770413
aten_0.1.m1.32399.m1,0,1
aten_0.1.m1.32399.m1,0,1
aten_0.1.m1.15432.m1,-5,1
aten_0.1.m1.16594.m1,-16,0.235563322
aten_0.1.m1.16594.m1,-16,0.235563322
aten_0.1.m1.3422.m1,0,1
aten_0.1.m1.17765.m1,0,1
aten_0.1.m1.17765.m1,0,1
aten_0.1.m1.17027.m1,0,1
aten_0.1.m1.17027.m1,0,1
aten_0.1.m1.9982.m1,11,0.566425697
aten_0.1.m1.20279.m1,-9,0.507749831
aten_0.1.m1.3259.m1,4,0.779650108
aten_0.1.m1.3259.m1,4,0.779650108
aten_0.1.m1.22508.m1,-2,1
aten_0.1.m1.11000.m1,9,0.566425697
aten_0.1.m1.6957.m1,-18,0.153157769
aten_0.1.m1.4793.m1,0,1
aten_0.1.m1.8032.m1,0,1
aten_0.1.m1.8032.m1,0,1
aten_0.1.m1.4271.m1,0,1
aten_0.1.m1.4271.m1,0,1
aten_0.1.m1.33639.m1,19,0.000261935
aten_0.1.m1.33639.m1,19,0.000261935
aten_0.1.m1.9777.m1,14,0.138443349
aten_0.1.m1.32407.m1,-4,1
aten_0.1.m1.1550.m1,0,1
aten_0.1.m1.1701.m1,0,1
aten_0.1.m1.18882.m1,10,0.59504063
aten_0.1.m1.7318.m1,-1,1
aten_0.1.m1.6308.m1,0,1
aten_0.1.m1.18278.m1,0,1
aten_0.1.m1.2103.m1,7,1
aten_0.1.m1.2103.m1,7,1
aten_0.1.m1.25511.m1,3,1
aten_0.1.m1.25878.m1,6,0.225787622
aten_0.1.m1.25878.m1,6,0.225787622
aten_0.1.m1.27608.m1,14,0.235563322
aten_0.1.m1.8183.m1,0,1
aten_0.1.m1.8183.m1,0,1
aten_0.1.m1.13958.m1,2,1
aten_0.1.m1.13958.m1,2,1
aten_0.1.m1.30648.m1,5,1
aten_0.1.m1.11042.m1,18,0.041567311
aten_0.1.m1.11042.m1,18,0.041567311
aten_0.1.m1.1389.m1,1,1
aten_0.1.m1.19118.m1,0,1
aten_0.1.m1.2140.m1,-1,1
aten_0.1.m1.12289.m1,17,0.082841021
aten_0.1.m1.2096.m1,-4,1
aten_0.1.m1.30791.m1,0,1
aten_0.1.m1.4787.m1,0,1
aten_0.1.m1.4787.m1,0,1
aten_0.1.m1.13590.m1,-20,0.001025948
aten_0.1.m1.13594.m1,-20,0.001025948
aten_0.1.m1.13590.m1,-20,0.001025948
aten_0.1.m1.12879.m1,0,1
aten_0.1.m1.32658.m1,-2,1
aten_0.1.m1.28476.m1,-7,1
aten_0.1.m1.19114.m1,0,1
aten_0.1.m1.19114.m1,0,1
aten_0.1.m1.33026.m1,0,1
aten_0.1.m1.33026.m1,0,1
aten_0.1.m1.1200.m1,-20,0.082841021
aten_0.1.m1.1200.m1,-20,0.082841021
aten_0.1.m1.10417.m1,7,0.992876843
aten_0.1.m1.5716.m1,-2,1
aten_0.1.m1.5716.m1,-2,1
aten_0.1.m1.5718.m1,-2,1
aten_0.1.m1.7189.m1,-8,0.811388949
aten_0.1.m1.15382.m1,10,0.758267114
aten_0.1.m1.1177.m1,7,0.823946746
aten_0.1.m1.18017.m1,0,1
aten_0.1.m1.32341.m1,7,1
aten_0.1.m1.5639.m1,-23,0.030051604
aten_0.1.m1.21975.m1,0,1
aten_0.1.m1.28652.m1,-7,1
aten_0.1.m1.27861.m1,0,1
aten_0.1.m1.27861.m1,0,1
aten_0.1.m1.15240.m1,0,1
aten_0.1.m1.4507.m1,-7,1
aten_0.1.m1.4507.m1,-7,1
aten_0.1.m1.28826.m1,0,1
aten_0.1.m1.28826.m1,0,1
aten_0.1.m1.29019.m1,3,0.823946746
aten_0.1.m1.13878.m1,4,1
aten_0.1.m1.13878.m1,4,1
aten_0.1.m1.34091.m1,0,1
aten_0.1.m1.8022.m1,0,1
aten_0.1.m1.8022.m1,0,1
aten_0.1.m1.28749.m1,-19,0.008932174
aten_0.1.m1.28749.m1,-19,0.008932174
aten_0.1.m1.10162.m1,-14,0.343044049
aten_0.1.m1.29718.m1,-4,1
aten_0.1.m1.19157.m1,0,1
aten_0.1.m1.33167.m1,-2,1
aten_0.1.m1.33167.m1,-2,1
aten_0.1.m1.550.m1,0,1
aten_0.1.m1.550.m1,0,1
aten_0.1.m1.33357.m1,0,1
aten_0.1.m1.7138.m1,-3,1
aten_0.1.m1.16811.m1,-1,1
aten_0.1.m1.16811.m1,-1,1
aten_0.1.m1.2759.m1,0,1
aten_0.1.m1.13601.m1,-6,0.83694844
aten_0.1.m1.13601.m1,-6,0.83694844
aten_0.1.m1.30675.m1,0,1
aten_0.1.m1.20036.m1,-5,0.686079772
aten_0.1.m1.973.m1,0,1
aten_0.1.m1.4652.m1,-12,0.320835368
aten_0.1.m1.22004.m1,-8,0.082841021
aten_0.1.m1.5911.m1,0,1
aten_0.1.m1.28828.m1,-9,0.831973842
aten_0.1.m1.28692.m1,12,0.433008542
aten_0.1.m1.29460.m1,-9,0.455944731
aten_0.1.m1.18519.m1,2,1
aten_0.1.m1.18519.m1,2,1
aten_0.1.m1.15409.m1,4,1
aten_0.1.m1.15409.m1,4,1
aten_0.1.m1.2606.m1,-7,1
aten_0.1.m1.14601.m1,0,1
aten_0.1.m1.5875.m1,-10,0.714891027
aten_0.1.m1.5875.m1,-10,0.714891027
aten_0.1.m1.26948.m1,7,1
aten_0.1.m1.12975.m1,-17,0.182600938
aten_0.1.m1.22812.m1,0,1
aten_0.1.m1.22812.m1,0,1
aten_0.1.m1.8685.m1,4,1
aten_0.1.m1.32148.m1,0,1
aten_0.1.m1.32148.m1,0,1
aten_0.1.m1.28780.m1,3,0.823946746
aten_0.1.m1.15272.m1,-11,0.458998164
aten_0.1.m1.14758.m1,2,1
aten_0.1.m1.2009.m1,5,1
aten_0.1.m1.2009.m1,5,1
aten_0.1.m1.6940.m1,0,1
aten_0.1.m1.29809.m1,1,1
aten_0.1.m1.21732.m1,0,1
aten_0.1.m1.23026.m1,0,1
aten_0.1.m1.24091.m1,5,1
aten_0.1.m1.24091.m1,5,1
aten_0.1.m1.1645.m1,-4,1
aten_0.1.m1.1645.m1,-4,1
aten_0.1.m1.55.m1,-6,0.745503719
aten_0.1.m1.55.m1,-6,0.745503719
aten_0.1.m1.15653.m1,-1,1
aten_0.1.m1.13530.m1,-5,1
aten_0.1.m1.12784.m1,5,1
aten_0.1.m1.12784.m1,5,1
aten_0.1.m1.17944.m1,0,1
aten_0.1.m1.18418.m1,-4,1
aten_0.1.m1.14246.m1,0,1
aten_0.1.m1.18838.m1,4,1
aten_0.1.m1.5792.m1,0,1
aten_0.1.m1.5792.m1,0,1
aten_0.1.m1.5792.m1,15,0.267457663
aten_0.1.m1.5792.m1,15,0.267457663
aten_0.1.m1.12128.m1,-9,0.170510191
aten_0.1.m1.12128.m1,-9,0.170510191
aten_0.1.m1.16394.m1,-3,1
aten_0.1.m1.16394.m1,-3,1
aten_0.1.m1.2676.m1,0,1
aten_0.1.m1.12123.m1,0,1
aten_0.1.m1.29503.m1,-14,0.057976449
aten_0.1.m1.31489.m1,17,0.000649686
aten_0.1.m1.15805.m1,5,0.993433057
aten_0.1.m1.3054.m1,0,1
aten_0.1.m1.1479.m1,10,0.59504063
aten_0.1.m1.1479.m1,0,1
aten_0.1.m1.2014.m1,0,1
aten_0.1.m1.9660.m1,18,0.041567311
aten_0.1.m1.9660.m1,18,0.041567311
aten_0.1.m1.598.m1,23,0.021981527
aten_0.1.m1.598.m1,23,0.021981527
aten_0.1.m1.9542.m1,-7,1
aten_0.1.m1.9542.m1,-7,1
aten_0.1.m1.13885.m1,0,1
aten_0.1.m1.13885.m1,0,1
aten_0.1.m1.12986.m1,-3,1
aten_0.1.m1.31470.m1,2,1
aten_0.1.m1.3946.m1,0,1
aten_0.1.m1.1708.m1,3,1
aten_0.1.m1.33806.m1,0,1
aten_0.1.m1.33806.m1,0,1
aten_0.1.m1.6128.m1,7,1
aten_0.1.m1.27796.m1,-1,1
aten_0.1.m1.3681.m1,0,1
aten_0.1.m1.22280.m1,-4,1
aten_0.1.m1.30250.m1,10,0.758267114
aten_0.1.m1.24266.m1,0,1
aten_0.1.m1.9727.m1,14,0.057976449
aten_0.1.m1.12649.m1,-3,0.823946746
aten_0.1.m1.26242.m1,5,1
aten_0.1.m1.29698.m1,0,1
aten_0.1.m1.31988.m1,-3,0.823946746
aten_0.1.m1.31988.m1,-3,0.823946746
aten_0.1.m1.4369.m1,0,1
aten_0.1.m1.9278.m1,31,0.001454904
aten_0.1.m1.9278.m1,31,0.001454904
aten_0.1.m1.22338.m1,0,1
aten_0.1.m1.25968.m1,0,1
aten_0.1.m1.30116.m1,0,1
aten_0.1.m1.30116.m1,0,1
aten_0.1.m1.8914.m1,-7,1
aten_0.1.m1.8914.m1,-7,1
aten_0.1.m1.18795.m1,0,1
aten_0.1.m1.33824.m1,-9,0.831861091
aten_0.1.m1.16700.m1,10,0.317102795
aten_0.1.m1.15514.m1,1,1
aten_0.1.m1.15514.m1,1,1
aten_0.1.m1.1717.m1,0,1
aten_0.1.m1.1717.m1,0,1
aten_0.1.m1.10384.m1,0,1
aten_0.1.m1.10177.m1,0,1
aten_0.1.m1.2540.m1,24,0.008224829
aten_0.1.m1.2540.m1,24,0.008224829
aten_0.1.m1.16895.m1,12,0.046715106
aten_0.1.m1.16895.m1,12,0.046715106
aten_0.1.m1.604.m1,-17,0.161339034
aten_0.1.m1.30527.m1,-15,0.225787622
aten_0.1.m1.30527.m1,-15,0.225787622
aten_0.1.m1.5172.m1,0,1
aten_0.1.m1.16047.m1,-8,0.982867425
aten_0.1.m1.7515.m1,0,1
aten_0.1.m1.20367.m1,0,1
aten_0.1.m1.20367.m1,0,1
aten_0.1.m1.5621.m1,-13,0.458998164
aten_0.1.m1.5621.m1,-13,0.458998164
aten_0.1.m1.5621.m1,14,0.200047928
aten_0.1.m1.5621.m1,14,0.200047928
aten_0.1.m1.7241.m1,0,1
aten_0.1.m1.7241.m1,0,1
aten_0.1.m1.9863.m1,-2,1
aten_0.1.m1.13124.m1,0,1
aten_0.1.m1.13124.m1,0,1
aten_0.1.m1.1748.m1,0,1
aten_0.1.m1.9393.m1,12,0.287999804
aten_0.1.m1.14572.m1,16,0.197376924
aten_0.1.m1.1331.m1,-10,0.503957807
aten_0.1.m1.31130.m1,-2,1
aten_0.1.m1.17501.m1,-3,0.823946746
aten_0.1.m1.14284.m1,0,1
aten_0.1.m1.10166.m1,6,0.225787622
aten_0.1.m1.10166.m1,6,0.225787622
aten_0.1.m1.10213.m1,0,1
aten_0.1.m1.10213.m1,0,1
aten_0.1.m1.19550.m1,-8,0.831973842
aten_0.1.m1.19550.m1,-8,0.831973842
aten_0.1.m1.26059.m1,4,1
aten_0.1.m1.32267.m1,-3,1
aten_0.1.m1.4176.m1,0,1
aten_0.1.m1.4176.m1,0,1
aten_0.1.m1.8172.m1,3,0.823946746
aten_0.1.m1.11080.m1,-4,1
aten_0.1.m1.4262.m1,2,1
aten_0.1.m1.15352.m1,0,1
aten_0.1.m1.24912.m1,-2,1
aten_0.1.m1.6310.m1,0,1
aten_0.1.m1.11020.m1,0,1
aten_0.1.m1.31297.m1,0,1
aten_0.1.m1.32982.m1,0,1
aten_0.1.m1.1794.m1,-10,0.59504063
aten_0.1.m1.10338.m1,0,1
aten_0.1.m1.10338.m1,0,1
aten_0.1.m1.7183.m1,0,1
aten_0.1.m1.20080.m1,-14,0.200047928
aten_0.1.m1.26255.m1,-6,1
aten_0.1.m1.14043.m1,0,1
aten_0.1.m1.14043.m1,0,1
aten_0.1.m1.27591.m1,0,1
aten_0.1.m1.29290.m1,3,0.823946746
aten_0.1.m1.14664.m1,-7,1
aten_0.1.m1.14664.m1,-7,1
aten_0.1.m1.9813.m1,2,1
aten_0.1.m1.28586.m1,0,1
aten_0.1.m1.28586.m1,0,1
aten_0.1.m1.8372.m1,-8,0.652288775
aten_0.1.m1.1517.m1,-10,0.758267114
aten_0.1.m1.26195.m1,-9,0.823946746
aten_0.1.m1.3639.m1,2,1
aten_0.1.m1.3639.m1,2,1
aten_0.1.m1.28044.m1,0,1
aten_0.1.m1.28044.m1,0,1
aten_0.1.m1.19698.m1,-24,0.024409781
aten_0.1.m1.19698.m1,-24,0.024409781
aten_0.1.m1.7695.m1,7,1
aten_0.1.m1.6939.m1,0,1
aten_0.1.m1.6945.m1,0,1
aten_0.1.m1.17052.m1,5,1
aten_0.1.m1.14643.m1,4,1
aten_0.1.m1.19468.m1,0,1
aten_0.1.m1.28459.m1,-46,5.35469803600556e-09
aten_0.1.m1.29479.m1,-13,0.458998164
aten_0.1.m1.21327.m1,-4,1
aten_0.1.m1.33606.m1,0,1
aten_0.1.m1.25993.m1,0,1
aten_0.1.m1.31046.m1,3,1
aten_0.1.m1.2227.m1,11,0.235563322
aten_0.1.m1.2096.m1,-18,0.025745086
aten_0.1.m1.2096.m1,-18,0.025745086
aten_0.1.m1.13006.m1,-4,1
aten_0.1.m1.13006.m1,-4,1
aten_0.1.m1.27964.m1,-1,1
aten_0.1.m1.27964.m1,-1,1
aten_0.1.m1.17577.m1,4,0.891477515
aten_0.1.m1.19819.m1,8,0.831973842
aten_0.1.m1.19819.m1,8,0.831973842
aten_0.1.m1.26537.m1,21,0.056295642
aten_0.1.m1.1550.m1,13,0.439138548
aten_0.1.m1.5384.m1,12,0.496714564
aten_0.1.m1.3639.m1,-4,1
aten_0.1.m1.4133.m1,20,0.065411489
aten_0.1.m1.4133.m1,20,0.065411489
aten_0.1.m1.6687.m1,0,1
aten_0.1.m1.6687.m1,0,1
aten_0.1.m1.26333.m1,-24,0.000649686
aten_0.1.m1.26333.m1,-24,0.000649686
aten_0.1.m1.4787.m1,0,1
aten_0.1.m1.11083.m1,0,1
aten_0.1.m1.11083.m1,0,1
aten_0.1.m1.10354.m1,-2,1
aten_0.1.m1.29622.m1,-3,0.823946746
aten_0.1.m1.29622.m1,-3,0.823946746
aten_0.1.m1.2360.m1,-2,1
aten_0.1.m1.3155.m1,-1,1
aten_0.1.m1.15613.m1,-19,0.110485465
aten_0.1.m1.15613.m1,-19,0.110485465
aten_0.1.m1.14307.m1,-18,0.113108724
aten_0.1.m1.14307.m1,-18,0.113108724
aten_0.1.m1.22088.m1,-11,0.554790688
aten_0.1.m1.22088.m1,-11,0.554790688
aten_0.1.m1.25548.m1,-4,1
aten_0.1.m1.25548.m1,-4,1
aten_0.1.m1.10174.m1,15,0.247263243
aten_0.1.m1.16654.m1,2,1
aten_0.1.m1.262.m1,0,1
aten_0.1.m1.16555.m1,0,1
aten_0.1.m1.16555.m1,0,1
aten_0.1.m1.17868.m1,8,0.484738186
aten_0.1.m1.17868.m1,8,0.484738186
aten_0.1.m1.32869.m1,-4,1
aten_0.1.m1.32371.m1,2,1
aten_0.1.m1.32371.m1,2,1
aten_0.1.m1.5189.m1,0,1
aten_0.1.m1.33353.m1,0,1
aten_0.1.m1.15383.m1,0,1
aten_0.1.m1.30675.m1,0,1
aten_0.1.m1.30354.m1,0,1
aten_0.1.m1.28217.m1,13,0.458998164
aten_0.1.m1.12908.m1,0,1
aten_0.1.m1.19955.m1,-7,0.958489725
aten_0.1.m1.19955.m1,-7,0.958489725
aten_0.1.m1.9779.m1,-7,0.140360402
aten_0.1.m1.15973.m1,0,1
aten_0.1.m1.15973.m1,0,1
aten_0.1.m1.3618.m1,-3,1
aten_0.1.m1.23619.m1,-9,0.320835368
aten_0.1.m1.7215.m1,4,1
aten_0.1.m1.3084.m1,0,1
aten_0.1.m1.3084.m1,0,1
aten_0.1.m1.18560.m1,8,0.982816136
aten_0.1.m1.8947.m1,0,1
aten_0.1.m1.4535.m1,0,1
aten_0.1.m1.11645.m1,-17,0.082841021
aten_0.1.m1.29454.m1,-3,1
aten_0.1.m1.29454.m1,-3,1
aten_0.1.m1.1079.m1,-5,1
aten_0.1.m1.9175.m1,0,1
aten_0.1.m1.9175.m1,0,1
aten_0.1.m1.26487.m1,0,1
aten_0.1.m1.15058.m1,2,1
aten_0.1.m1.15058.m1,2,1
aten_0.1.m1.22182.m1,7,1
aten_0.1.m1.22182.m1,7,1
aten_0.1.m1.7243.m1,5,1
aten_0.1.m1.1330.m1,-3,1
aten_0.1.m1.15711.m1,0,1
aten_0.1.m1.14714.m1,8,0.372442947
aten_0.1.m1.14714.m1,8,0.372442947
aten_0.1.m1.28558.m1,31,0.001498474
aten_0.1.m1.24083.m1,0,1
aten_0.1.m1.1941.m1,0,1
aten_0.1.m1.7916.m1,4,1
aten_0.1.m1.20614.m1,4,1
aten_0.1.m1.12083.m1,12,0.478947113
aten_0.1.m1.12083.m1,12,0.478947113
aten_0.1.m1.26024.m1,1,1
aten_0.1.m1.26024.m1,1,1
aten_0.1.m1.12322.m1,10,0.758267114
aten_0.1.m1.14139.m1,0,1
aten_0.1.m1.8666.m1,0,1
aten_0.1.m1.8303.m1,12,0.175805049
aten_0.1.m1.25816.m1,0,1
aten_0.1.m1.25816.m1,0,1
aten_0.1.m1.27863.m1,0,1
aten_0.1.m1.27863.m1,0,1
aten_0.1.m1.9777.m1,-3,1
aten_0.1.m1.9777.m1,-3,1
aten_0.1.m1.14294.m1,2,1
aten_0.1.m1.21950.m1,-5,1
aten_0.1.m1.4675.m1,4,1
aten_0.1.m1.4675.m1,4,1
aten_0.1.m1.4675.m1,-10,0.758267114
aten_0.1.m1.4675.m1,-10,0.758267114
aten_0.1.m1.1753.m1,0,1
aten_0.1.m1.9393.m1,-20,0.046715106
aten_0.1.m1.7941.m1,0,1
aten_0.1.m1.1437.m1,0,1
aten_0.1.m1.10226.m1,0,1
aten_0.1.m1.10226.m1,0,1
aten_0.1.m1.19165.m1,-7,0.566425697
aten_0.1.m1.19165.m1,-7,0.566425697
aten_0.1.m1.3625.m1,0,1
aten_0.1.m1.29191.m1,5,1
aten_0.1.m1.22634.m1,0,1
aten_0.1.m1.15059.m1,0,1
aten_0.1.m1.13972.m1,-18,0.104684536
aten_0.1.m1.4201.m1,0,1
aten_0.1.m1.13336.m1,-1,1
aten_0.1.m1.7375.m1,0,1
aten_0.1.m1.7375.m1,0,1
aten_0.1.m1.27861.m1,-5,1
aten_0.1.m1.7159.m1,-10,0.59504063
aten_0.1.m1.32269.m1,0,1
aten_0.1.m1.23599.m1,11,0.407410228
aten_0.1.m1.23599.m1,11,0.407410228
aten_0.1.m1.17568.m1,0,1
aten_0.1.m1.17568.m1,0,1
aten_0.1.m1.6526.m1,-9,0.455944731
aten_0.1.m1.6526.m1,-9,0.455944731
aten_0.1.m1.31332.m1,0,1
aten_0.1.m1.17591.m1,2,1
aten_0.1.m1.4215.m1,0,1
aten_0.1.m1.4215.m1,0,1
aten_0.1.m1.24204.m1,0,1
aten_0.1.m1.10746.m1,4,1
aten_0.1.m1.10746.m1,4,1
aten_0.1.m1.10746.m1,4,1
aten_0.1.m1.26187.m1,9,0.507749831
aten_0.1.m1.13039.m1,2,1
aten_0.1.m1.13901.m1,0,1
aten_0.1.m1.1626.m1,0,1
aten_0.1.m1.8973.m1,0,1
aten_0.1.m1.10911.m1,10,0.030051604
aten_0.1.m1.10911.m1,10,0.030051604
aten_0.1.m1.13928.m1,12,0.433008542
aten_0.1.m1.13928.m1,12,0.433008542
aten_0.1.m1.2594.m1,0,1
aten_0.1.m1.1126.m1,-7,1
aten_0.1.m1.5384.m1,0,1
aten_0.1.m1.3438.m1,0,1
aten_0.1.m1.3438.m1,0,1
aten_0.1.m1.12906.m1,0,1
aten_0.1.m1.12906.m1,0,1
aten_0.1.m1.11666.m1,0,1
aten_0.1.m1.1353.m1,1,1
aten_0.1.m1.13765.m1,0,1
aten_0.1.m1.879.m1,0,1
aten_0.1.m1.879.m1,0,1
aten_0.1.m1.30447.m1,-11,0.666255086
aten_0.1.m1.12240.m1,0,1
aten_0.1.m1.12240.m1,0,1
aten_0.1.m1.17390.m1,0,1
aten_0.1.m1.17390.m1,0,1
aten_0.1.m1.19861.m1,1,1
aten_0.1.m1.9110.m1,0,1
aten_0.1.m1.20001.m1,-8,0.945635594
aten_0.1.m1.20001.m1,-8,0.945635594
aten_0.1.m1.3477.m1,0,1
aten_0.1.m1.3477.m1,0,1
aten_0.1.m1.27541.m1,-6,0.745503719
aten_0.1.m1.12923.m1,0,1
aten_0.1.m1.12923.m1,0,1
aten_0.1.m1.15338.m1,0,1
aten_0.1.m1.13016.m1,-1,1
aten_0.1.m1.28650.m1,3,1
aten_0.1.m1.9907.m1,-11,0.618367843
aten_0.1.m1.7728.m1,0,1
aten_0.1.m1.28917.m1,6,1
aten_0.1.m1.28917.m1,6,1
aten_0.1.m1.22114.m1,0,1
aten_0.1.m1.25713.m1,0,1
aten_0.1.m1.14889.m1,-4,0.779650108
aten_0.1.m1.14889.m1,-4,0.779650108
aten_0.1.m1.18490.m1,4,1
aten_0.1.m1.18490.m1,-2,1
aten_0.1.m1.9072.m1,-5,1
aten_0.1.m1.1359.m1,2,1
aten_0.1.m1.32908.m1,0,1
aten_0.1.m1.27497.m1,0,1
aten_0.1.m1.18031.m1,-3,0.823946746
aten_0.1.m1.18031.m1,-3,0.823946746
aten_0.1.m1.14543.m1,0,1
aten_0.1.m1.3086.m1,8,0.679571511
aten_0.1.m1.11669.m1,0,1
aten_0.1.m1.6952.m1,0,1
aten_0.1.m1.6952.m1,0,1
aten_0.1.m1.11579.m1,19,0.041567311
aten_0.1.m1.1642.m1,-12,0.496714564
aten_0.1.m1.1642.m1,-12,0.496714564
aten_0.1.m1.33880.m1,0,1
aten_0.1.m1.33880.m1,0,1
aten_0.1.m1.31456.m1,0,1
aten_0.1.m1.24911.m1,-6,0.745503719
aten_0.1.m1.25675.m1,12,0.365974035
aten_0.1.m1.25675.m1,12,0.365974035
aten_0.1.m1.22874.m1,-22,0.000423812
aten_0.1.m1.4422.m1,10,0.758267114
aten_0.1.m1.15966.m1,16,0.197376924
aten_0.1.m1.15966.m1,16,0.197376924
aten_0.1.m1.5945.m1,0,1
aten_0.1.m1.6227.m1,8,0.082841021
aten_0.1.m1.689.m1,0,1
aten_0.1.m1.2032.m1,-3,1
aten_0.1.m1.14701.m1,0,1
aten_0.1.m1.8505.m1,24,0.025472041
aten_0.1.m1.25225.m1,0,1
aten_0.1.m1.24840.m1,4,1
aten_0.1.m1.27898.m1,0,1
aten_0.1.m1.27898.m1,0,1
aten_0.1.m1.19645.m1,0,1
aten_0.1.m1.25711.m1,-8,0.652288775
aten_0.1.m1.25711.m1,-8,0.652288775
aten_0.1.m1.11807.m1,-4,1
aten_0.1.m1.11807.m1,-4,1
aten_0.1.m1.11020.m1,14,0.363096104
aten_0.1.m1.12051.m1,-5,1
aten_0.1.m1.12051.m1,-5,1
aten_0.1.m1.5177.m1,14,0.31281839
aten_0.1.m1.29632.m1,0,1
aten_0.1.m1.29632.m1,0,1
aten_0.1.m1.13391.m1,0,1
aten_0.1.m1.5011.m1,-5,1
aten_0.1.m1.27038.m1,1,1
aten_0.1.m1.24432.m1,3,1
aten_0.1.m1.24432.m1,3,1
aten_0.1.m1.33433.m1,-4,1
aten_0.1.m1.33433.m1,-4,1
aten_0.1.m1.10689.m1,0,1
aten_0.1.m1.10689.m1,0,1
aten_0.1.m1.32860.m1,-10,0.714891027
aten_0.1.m1.32860.m1,-10,0.714891027
aten_0.1.m1.34091.m1,15,0.274275637
aten_0.1.m1.2648.m1,7,1
aten_0.1.m1.2648.m1,7,1
aten_0.1.m1.28888.m1,-4,1
aten_0.1.m1.28888.m1,-4,1
aten_0.1.m1.4312.m1,17,0.000649686
aten_0.1.m1.21584.m1,0,1
aten_0.1.m1.21584.m1,0,1
aten_0.1.m1.18065.m1,0,1
aten_0.1.m1.144.m1,-7,0.919324265
aten_0.1.m1.144.m1,-7,0.919324265
aten_0.1.m1.4504.m1,0,1
aten_0.1.m1.30702.m1,1,1
aten_0.1.m1.30702.m1,1,1
aten_0.1.m1.9809.m1,7,0.779650108
aten_0.1.m1.2961.m1,6,0.784053738
aten_0.1.m1.1386.m1,0,1
aten_0.1.m1.16655.m1,0,1
aten_0.1.m1.16655.m1,0,1
aten_0.1.m1.9405.m1,9,0.566425697
aten_0.1.m1.9401.m1,9,0.566425697
aten_0.1.m1.18190.m1,6,0.496714564
aten_0.1.m1.18190.m1,6,0.496714564
aten_0.1.m1.12083.m1,0,1
aten_0.1.m1.23092.m1,0,1
aten_0.1.m1.7621.m1,0,1
aten_0.1.m1.24330.m1,-12,0.433008542
aten_0.1.m1.24330.m1,-12,0.433008542
aten_0.1.m1.13159.m1,-7,0.823946746
aten_0.1.m1.13159.m1,-7,0.823946746
aten_0.1.m1.8970.m1,-7,0.779650108
aten_0.1.m1.21733.m1,-2,1
aten_0.1.m1.29802.m1,18,0.104684536
aten_0.1.m1.14762.m1,-4,1
aten_0.1.m1.2071.m1,-19,0.056295642
aten_0.1.m1.32210.m1,4,1
aten_0.1.m1.32210.m1,4,1
aten_0.1.m1.12273.m1,-24,0.024409781
aten_0.1.m1.12273.m1,-24,0.024409781
aten_0.1.m1.827.m1,3,1
aten_0.1.m1.24154.m1,17,0.116562482
aten_0.1.m1.29704.m1,0,1
aten_0.1.m1.29704.m1,0,1
aten_0.1.m1.19333.m1,-15,0.099579491
aten_0.1.m1.22393.m1,-10,0.714891027
aten_0.1.m1.22393.m1,-10,0.714891027
aten_0.1.m1.4301.m1,-17,0.000649686
aten_0.1.m1.15045.m1,-21,0.064286164
aten_0.1.m1.20254.m1,-12,0.119871224
aten_0.1.m1.32331.m1,-2,1
aten_0.1.m1.32331.m1,-2,1
aten_0.1.m1.20189.m1,0,1
aten_0.1.m1.13339.m1,0,1
aten_0.1.m1.12240.m1,-2,1
aten_0.1.m1.20142.m1,-14,0.214788226
aten_0.1.m1.29469.m1,-11,0.319154092
aten_0.1.m1.29469.m1,-11,0.319154092
aten_0.1.m1.7590.m1,-5,0.895693191
aten_0.1.m1.32810.m1,5,1
aten_0.1.m1.32810.m1,5,1
aten_0.1.m1.8271.m1,-2,1
aten_0.1.m1.8271.m1,-2,1
aten_0.1.m1.8271.m1,-15,0.315355142
aten_0.1.m1.8271.m1,-15,0.315355142
aten_0.1.m1.21368.m1,0,1
aten_0.1.m1.10588.m1,0,1
aten_0.1.m1.2239.m1,3,1
aten_0.1.m1.9871.m1,7,1
aten_0.1.m1.9871.m1,7,1
aten_0.1.m1.8194.m1,10,0.758267114
aten_0.1.m1.8217.m1,-10,0.503957807
aten_0.1.m1.8217.m1,-10,0.503957807
aten_0.1.m1.21564.m1,-20,0.005528963
aten_0.1.m1.1484.m1,0,1
aten_0.1.m1.9761.m1,2,1
aten_0.1.m1.5961.m1,0,1
aten_0.1.m1.6088.m1,-9,0.831973842
aten_0.1.m1.27599.m1,24,0.024409781
aten_0.1.m1.17390.m1,1,1
aten_0.1.m1.16002.m1,8,0.831973842
aten_0.1.m1.6734.m1,-6,1
aten_0.1.m1.6734.m1,-6,1
aten_0.1.m1.14542.m1,0,1
aten_0.1.m1.18049.m1,-16,0.072067257
aten_0.1.m1.18049.m1,-16,0.072067257
aten_0.1.m1.3164.m1,-3,0.823946746
aten_0.1.m1.8777.m1,2,1
aten_0.1.m1.17377.m1,0,1
aten_0.1.m1.32080.m1,-4,1
aten_0.1.m1.32080.m1,-4,1
aten_0.1.m1.6122.m1,0,1
aten_0.1.m1.20036.m1,16,0.052123187
aten_0.1.m1.14480.m1,-6,0.225787622
aten_0.1.m1.14480.m1,-6,0.225787622
