gene,r,p_adj
aten_0.1.m1.20772.m1,4,1
aten_0.1.m1.20772.m1,4,1
aten_0.1.m1.28472.m1,0,1
aten_0.1.m1.28472.m1,0,1
aten_0.1.m1.15245.m1,0,1
aten_0.1.m1.23357.m1,0,1
aten_0.1.m1.23357.m1,0,1
aten_0.1.m1.26024.m1,1,1
aten_0.1.m1.26024.m1,1,1
aten_0.1.m1.28881.m1,-1,1
aten_0.1.m1.30470.m1,0,1
aten_0.1.m1.7102.m1,-5,0.358799898
aten_0.1.m1.25610.m1,8,0.937847651
aten_0.1.m1.16437.m1,-14,0.086699178
aten_0.1.m1.12649.m1,17,0.082841021
aten_0.1.m1.12649.m1,17,0.082841021
aten_0.1.m1.21648.m1,0,1
aten_0.1.m1.647.m1,-5,1
aten_0.1.m1.647.m1,-5,1
aten_0.1.m1.11562.m1,0,1
aten_0.1.m1.15995.m1,-12,0.546216931
aten_0.1.m1.16268.m1,-18,0.024409781
aten_0.1.m1.16268.m1,-18,0.024409781
aten_0.1.m1.9039.m1,-3,0.823946746
aten_0.1.m1.23485.m1,0,1
aten_0.1.m1.8486.m1,-10,0.030051604
aten_0.1.m1.8486.m1,-10,0.030051604
aten_0.1.m1.16231.m1,0,1
aten_0.1.m1.16231.m1,0,1
aten_0.1.m1.7544.m1,0,1
aten_0.1.m1.7544.m1,0,1
aten_0.1.m1.13947.m1,7,0.439138548
aten_0.1.m1.13947.m1,7,0.439138548
aten_0.1.m1.24183.m1,-1,1
aten_0.1.m1.24183.m1,-1,1
aten_0.1.m1.3038.m1,0,1
aten_0.1.m1.19609.m1,0,1
aten_0.1.m1.19609.m1,0,1
aten_0.1.m1.11062.m1,-4,1
aten_0.1.m1.33351.m1,-10,0.239680874
aten_0.1.m1.6018.m1,0,1
aten_0.1.m1.19644.m1,-12,0.046715106
aten_0.1.m1.25645.m1,14,0.138443349
aten_0.1.m1.25645.m1,14,0.138443349
aten_0.1.m1.14432.m1,2,1
aten_0.1.m1.12731.m1,1,1
aten_0.1.m1.10191.m1,7,1
aten_0.1.m1.25312.m1,0,1
aten_0.1.m1.5514.m1,0,1
aten_0.1.m1.6973.m1,2,1
aten_0.1.m1.1637.m1,4,0.891477515
aten_0.1.m1.31138.m1,-11,0.407410228
aten_0.1.m1.15685.m1,0,1
aten_0.1.m1.15685.m1,0,1
aten_0.1.m1.1843.m1,0,1
aten_0.1.m1.7281.m1,-1,1
aten_0.1.m1.22689.m1,-1,1
aten_0.1.m1.21516.m1,12,0.287999804
aten_0.1.m1.23008.m1,0,1
aten_0.1.m1.2716.m1,0,1
aten_0.1.m1.32047.m1,0,1
aten_0.1.m1.32047.m1,0,1
aten_0.1.m1.3601.m1,0,1
aten_0.1.m1.5551.m1,0,1
aten_0.1.m1.2218.m1,0,1
aten_0.1.m1.2218.m1,0,1
aten_0.1.m1.2508.m1,0,1
aten_0.1.m1.17103.m1,-2,1
aten_0.1.m1.4807.m1,0,1
aten_0.1.m1.11063.m1,10,0.686079772
aten_0.1.m1.11063.m1,10,0.686079772
aten_0.1.m1.30690.m1,0,1
aten_0.1.m1.30690.m1,0,1
aten_0.1.m1.32651.m1,0,1
aten_0.1.m1.32651.m1,0,1
aten_0.1.m1.9542.m1,-16,0.139852502
aten_0.1.m1.12082.m1,1,1
aten_0.1.m1.28607.m1,0,1
aten_0.1.m1.24256.m1,0,1
aten_0.1.m1.27860.m1,0,1
aten_0.1.m1.21997.m1,0,1
aten_0.1.m1.21997.m1,0,1
aten_0.1.m1.30518.m1,2,1
aten_0.1.m1.7566.m1,-10,0.59504063
aten_0.1.m1.372.m1,0,1
aten_0.1.m1.372.m1,0,1
aten_0.1.m1.6960.m1,12,0.365974035
aten_0.1.m1.8849.m1,-15,0.247263243
aten_0.1.m1.19810.m1,0,1
aten_0.1.m1.20673.m1,-5,1
aten_0.1.m1.20673.m1,-5,1
aten_0.1.m1.21309.m1,-2,1
aten_0.1.m1.14284.m1,1,1
aten_0.1.m1.14284.m1,1,1
aten_0.1.m1.8381.m1,-13,0.441154127
aten_0.1.m1.8381.m1,-13,0.441154127
aten_0.1.m1.12079.m1,0,1
aten_0.1.m1.12079.m1,0,1
aten_0.1.m1.28666.m1,10,0.758267114
aten_0.1.m1.28666.m1,10,0.758267114
aten_0.1.m1.8574.m1,9,0.779650108
aten_0.1.m1.18748.m1,16,0.089528301
aten_0.1.m1.18748.m1,16,0.089528301
aten_0.1.m1.1016.m1,24,0.005777228
aten_0.1.m1.1016.m1,24,0.005777228
aten_0.1.m1.26506.m1,2,1
aten_0.1.m1.14592.m1,0,1
aten_0.1.m1.1276.m1,0,1
aten_0.1.m1.33891.m1,11,0.596555899
aten_0.1.m1.33891.m1,11,0.596555899
aten_0.1.m1.2590.m1,7,0.823946746
aten_0.1.m1.12415.m1,-18,0.134929815
aten_0.1.m1.26853.m1,0,1
aten_0.1.m1.18085.m1,0,1
aten_0.1.m1.14137.m1,4,1
aten_0.1.m1.14137.m1,4,1
aten_0.1.m1.23445.m1,1,1
aten_0.1.m1.24807.m1,-2,1
aten_0.1.m1.24807.m1,16,0.182600938
aten_0.1.m1.17954.m1,13,0.458998164
aten_0.1.m1.9039.m1,2,1
aten_0.1.m1.5419.m1,-2,1
aten_0.1.m1.5419.m1,-2,1
aten_0.1.m1.15565.m1,0,1
aten_0.1.m1.4543.m1,16,0.139852502
aten_0.1.m1.14688.m1,2,1
aten_0.1.m1.21246.m1,23,0.021981527
aten_0.1.m1.7683.m1,1,1
aten_0.1.m1.20605.m1,0,1
aten_0.1.m1.20605.m1,0,1
aten_0.1.m1.17903.m1,0,1
aten_0.1.m1.20265.m1,21,0.006788949
aten_0.1.m1.31375.m1,13,0.205980253
aten_0.1.m1.31375.m1,13,0.205980253
aten_0.1.m1.19940.m1,0,1
aten_0.1.m1.19940.m1,0,1
aten_0.1.m1.27342.m1,0,1
aten_0.1.m1.19765.m1,0,1
aten_0.1.m1.12763.m1,-7,1
aten_0.1.m1.24588.m1,6,0.83694844
aten_0.1.m1.19904.m1,0,1
aten_0.1.m1.32215.m1,18,0.142767094
aten_0.1.m1.19969.m1,-10,0.758267114
aten_0.1.m1.2814.m1,0,1
aten_0.1.m1.4893.m1,0,1
aten_0.1.m1.25008.m1,0,1
aten_0.1.m1.26299.m1,0,1
aten_0.1.m1.19990.m1,0,1
aten_0.1.m1.7395.m1,-6,0.745503719
aten_0.1.m1.7395.m1,-6,0.745503719
aten_0.1.m1.30494.m1,2,1
aten_0.1.m1.20067.m1,0,1
aten_0.1.m1.6996.m1,-9,0.320835368
aten_0.1.m1.19611.m1,6,0.83694844
aten_0.1.m1.19611.m1,6,0.83694844
aten_0.1.m1.20023.m1,17,0.196661325
aten_0.1.m1.24816.m1,-1,1
aten_0.1.m1.28934.m1,10,0.030051604
aten_0.1.m1.9417.m1,0,1
aten_0.1.m1.33566.m1,20,0.024409781
aten_0.1.m1.33566.m1,20,0.024409781
aten_0.1.m1.7281.m1,0,1
aten_0.1.m1.9761.m1,2,1
aten_0.1.m1.12986.m1,-13,0.104718901
aten_0.1.m1.7120.m1,0,1
aten_0.1.m1.4717.m1,-6,1
aten_0.1.m1.12045.m1,0,1
aten_0.1.m1.22844.m1,0,1
aten_0.1.m1.22844.m1,0,1
aten_0.1.m1.22209.m1,0,1
aten_0.1.m1.22209.m1,0,1
aten_0.1.m1.10565.m1,-1,1
aten_0.1.m1.8048.m1,0,1
aten_0.1.m1.24243.m1,0,1
aten_0.1.m1.20049.m1,-7,1
aten_0.1.m1.27545.m1,-11,0.631590725
aten_0.1.m1.15044.m1,-19,0.090238319
aten_0.1.m1.15044.m1,5,1
aten_0.1.m1.26818.m1,0,1
aten_0.1.m1.20685.m1,2,1
aten_0.1.m1.11275.m1,-4,1
aten_0.1.m1.11275.m1,-4,1
aten_0.1.m1.29903.m1,0,1
aten_0.1.m1.28025.m1,0,1
aten_0.1.m1.22555.m1,-7,1
aten_0.1.m1.14472.m1,0,1
aten_0.1.m1.14472.m1,0,1
aten_0.1.m1.13096.m1,0,1
aten_0.1.m1.13096.m1,0,1
aten_0.1.m1.4133.m1,35,0.000226852
aten_0.1.m1.4133.m1,35,0.000226852
aten_0.1.m1.15496.m1,-7,0.823946746
aten_0.1.m1.16663.m1,-6,1
aten_0.1.m1.12832.m1,0,1
aten_0.1.m1.32106.m1,15,0.315355142
aten_0.1.m1.32106.m1,15,0.315355142
aten_0.1.m1.7270.m1,2,1
aten_0.1.m1.2950.m1,0,1
aten_0.1.m1.2950.m1,0,1
aten_0.1.m1.30079.m1,4,1
aten_0.1.m1.29802.m1,0,1
aten_0.1.m1.2123.m1,0,1
aten_0.1.m1.19013.m1,0,1
aten_0.1.m1.19013.m1,0,1
aten_0.1.m1.29693.m1,0,1
aten_0.1.m1.29693.m1,0,1
aten_0.1.m1.17584.m1,0,1
aten_0.1.m1.5029.m1,-10,0.317102795
aten_0.1.m1.19448.m1,0,1
aten_0.1.m1.14389.m1,-7,1
aten_0.1.m1.9114.m1,0,1
aten_0.1.m1.19286.m1,10,0.503957807
aten_0.1.m1.16784.m1,0,1
aten_0.1.m1.16784.m1,0,1
aten_0.1.m1.8488.m1,0,1
aten_0.1.m1.28263.m1,13,0.1474446
aten_0.1.m1.18054.m1,-4,1
aten_0.1.m1.12011.m1,-22,0.000423812
aten_0.1.m1.14905.m1,2,1
aten_0.1.m1.14905.m1,2,1
aten_0.1.m1.25730.m1,0,1
aten_0.1.m1.21027.m1,1,1
aten_0.1.m1.21027.m1,1,1
aten_0.1.m1.7059.m1,0,1
aten_0.1.m1.7059.m1,0,1
aten_0.1.m1.6580.m1,6,0.745503719
aten_0.1.m1.32519.m1,8,0.982867425
aten_0.1.m1.16769.m1,0,1
aten_0.1.m1.7562.m1,-4,1
aten_0.1.m1.7562.m1,-4,1
aten_0.1.m1.6329.m1,0,1
aten_0.1.m1.1789.m1,-18,0.041567311
aten_0.1.m1.28810.m1,6,1
aten_0.1.m1.28810.m1,6,1
aten_0.1.m1.5976.m1,0,1
aten_0.1.m1.24864.m1,0,1
aten_0.1.m1.22724.m1,5,0.358799898
aten_0.1.m1.17070.m1,0,1
aten_0.1.m1.17070.m1,0,1
aten_0.1.m1.30092.m1,3,1
aten_0.1.m1.17394.m1,-2,1
aten_0.1.m1.17413.m1,-7,0.779650108
aten_0.1.m1.2678.m1,-1,1
aten_0.1.m1.2678.m1,-1,1
aten_0.1.m1.2678.m1,9,0.170510191
aten_0.1.m1.2678.m1,9,0.170510191
aten_0.1.m1.31221.m1,-9,0.652288775
aten_0.1.m1.31221.m1,-9,0.652288775
aten_0.1.m1.17584.m1,-3,1
aten_0.1.m1.32224.m1,10,0.503957807
aten_0.1.m1.3776.m1,-13,0.458998164
aten_0.1.m1.7000.m1,7,1
aten_0.1.m1.1571.m1,-4,0.555063148
aten_0.1.m1.21209.m1,0,1
aten_0.1.m1.21209.m1,0,1
aten_0.1.m1.31029.m1,0,1
aten_0.1.m1.31029.m1,0,1
aten_0.1.m1.29513.m1,19,0.01661715
aten_0.1.m1.29513.m1,-19,0.065081121
aten_0.1.m1.6852.m1,0,1
aten_0.1.m1.6852.m1,0,1
aten_0.1.m1.13907.m1,-10,0.758267114
aten_0.1.m1.26602.m1,8,0.758267114
aten_0.1.m1.30424.m1,0,1
aten_0.1.m1.16378.m1,-12,0.365974035
aten_0.1.m1.17765.m1,0,1
aten_0.1.m1.3155.m1,0,1
aten_0.1.m1.29815.m1,0,1
aten_0.1.m1.16320.m1,-7,1
aten_0.1.m1.8381.m1,8,0.082841021
aten_0.1.m1.11813.m1,0,1
aten_0.1.m1.11074.m1,-7,1
aten_0.1.m1.23518.m1,0,1
aten_0.1.m1.8602.m1,-17,0.005528963
aten_0.1.m1.8602.m1,-17,0.005528963
aten_0.1.m1.27343.m1,-7,1
aten_0.1.m1.27343.m1,-7,1
aten_0.1.m1.199.m1,0,1
aten_0.1.m1.25767.m1,0,1
aten_0.1.m1.14545.m1,0,1
aten_0.1.m1.22640.m1,-4,1
aten_0.1.m1.7339.m1,0,1
aten_0.1.m1.20270.m1,3,0.823946746
aten_0.1.m1.20270.m1,3,0.823946746
aten_0.1.m1.23521.m1,0,1
aten_0.1.m1.23521.m1,0,1
aten_0.1.m1.12432.m1,-6,0.225787622
aten_0.1.m1.27725.m1,-7,1
aten_0.1.m1.12054.m1,0,1
aten_0.1.m1.11636.m1,-6,0.225787622
aten_0.1.m1.11636.m1,-6,0.225787622
aten_0.1.m1.21421.m1,0,1
aten_0.1.m1.31432.m1,-3,1
aten_0.1.m1.31432.m1,-3,1
aten_0.1.m1.32767.m1,0,1
aten_0.1.m1.18041.m1,-4,1
aten_0.1.m1.7901.m1,0,1
aten_0.1.m1.32442.m1,2,1
aten_0.1.m1.19307.m1,0,1
aten_0.1.m1.19307.m1,0,1
aten_0.1.m1.10074.m1,0,1
aten_0.1.m1.10074.m1,-19,0.041567311
aten_0.1.m1.4446.m1,0,1
aten_0.1.m1.8834.m1,11,0.51443514
aten_0.1.m1.12023.m1,12,0.320835368
aten_0.1.m1.25840.m1,12,0.320835368
aten_0.1.m1.19544.m1,0,1
aten_0.1.m1.721.m1,0,1
aten_0.1.m1.7631.m1,-23,0.030670148
aten_0.1.m1.22561.m1,16,0.052123187
aten_0.1.m1.22561.m1,16,0.052123187
aten_0.1.m1.262.m1,0,1
aten_0.1.m1.7976.m1,0,1
aten_0.1.m1.7976.m1,0,1
aten_0.1.m1.9826.m1,2,1
aten_0.1.m1.27447.m1,0,1
aten_0.1.m1.27447.m1,0,1
aten_0.1.m1.4630.m1,-8,0.082841021
aten_0.1.m1.2874.m1,9,0.823946746
aten_0.1.m1.2874.m1,9,0.823946746
aten_0.1.m1.7817.m1,0,1
aten_0.1.m1.11785.m1,4,1
aten_0.1.m1.15619.m1,0,1
aten_0.1.m1.15619.m1,0,1
aten_0.1.m1.18518.m1,-2,1
aten_0.1.m1.18518.m1,-2,1
aten_0.1.m1.25826.m1,-2,1
aten_0.1.m1.25826.m1,-2,1
aten_0.1.m1.31551.m1,3,1
aten_0.1.m1.5571.m1,19,0.082841021
aten_0.1.m1.5571.m1,19,0.082841021
aten_0.1.m1.11576.m1,1,1
aten_0.1.m1.19309.m1,-5,1
aten_0.1.m1.19596.m1,0,1
aten_0.1.m1.12799.m1,14,0.057976449
aten_0.1.m1.18705.m1,12,0.046715106
aten_0.1.m1.31.m1,0,1
aten_0.1.m1.31.m1,0,1
aten_0.1.m1.14886.m1,2,1
aten_0.1.m1.14886.m1,2,1
aten_0.1.m1.26381.m1,7,1
aten_0.1.m1.18026.m1,8,0.831973842
aten_0.1.m1.11152.m1,4,1
aten_0.1.m1.9195.m1,0,1
aten_0.1.m1.2582.m1,0,1
aten_0.1.m1.6825.m1,0,1
aten_0.1.m1.1704.m1,24,0.024409781
aten_0.1.m1.23610.m1,0,1
aten_0.1.m1.10337.m1,4,1
aten_0.1.m1.10337.m1,4,1
aten_0.1.m1.10337.m1,-6,1
aten_0.1.m1.10337.m1,-6,1
aten_0.1.m1.11475.m1,-1,1
aten_0.1.m1.8332.m1,0,1
aten_0.1.m1.8332.m1,0,1
aten_0.1.m1.32304.m1,-10,0.758267114
aten_0.1.m1.32304.m1,-10,0.758267114
aten_0.1.m1.17963.m1,23,0.024409781
aten_0.1.m1.14353.m1,0,1
aten_0.1.m1.14353.m1,0,1
aten_0.1.m1.10747.m1,4,1
aten_0.1.m1.10747.m1,0,1
aten_0.1.m1.5550.m1,0,1
aten_0.1.m1.12767.m1,-11,0.526535239
aten_0.1.m1.26809.m1,3,1
aten_0.1.m1.12480.m1,0,1
aten_0.1.m1.33356.m1,3,1
aten_0.1.m1.33353.m1,3,1
aten_0.1.m1.33356.m1,3,1
aten_0.1.m1.31420.m1,1,1
aten_0.1.m1.1425.m1,-4,0.891477515
aten_0.1.m1.17274.m1,19,0.090238319
aten_0.1.m1.7698.m1,-11,0.022231772
aten_0.1.m1.7698.m1,-11,0.022231772
aten_0.1.m1.17648.m1,0,1
aten_0.1.m1.17648.m1,0,1
aten_0.1.m1.26616.m1,-2,1
aten_0.1.m1.12732.m1,0,1
aten_0.1.m1.12732.m1,0,1
aten_0.1.m1.24344.m1,0,1
aten_0.1.m1.24344.m1,0,1
aten_0.1.m1.30463.m1,6,1
aten_0.1.m1.15669.m1,15,0.062975675
aten_0.1.m1.25767.m1,-7,1
aten_0.1.m1.32115.m1,-7,0.823946746
aten_0.1.m1.26220.m1,10,0.707849019
aten_0.1.m1.11598.m1,7,0.679571511
aten_0.1.m1.14259.m1,15,0.111508339
aten_0.1.m1.32979.m1,0,1
aten_0.1.m1.2310.m1,-2,1
aten_0.1.m1.31059.m1,-16,0.072067257
aten_0.1.m1.9393.m1,-16,0.027091399
aten_0.1.m1.21154.m1,0,1
aten_0.1.m1.16208.m1,-9,0.566425697
aten_0.1.m1.1144.m1,-2,1
aten_0.1.m1.6747.m1,4,1
aten_0.1.m1.29802.m1,0,1
aten_0.1.m1.28397.m1,0,1
aten_0.1.m1.18534.m1,0,1
aten_0.1.m1.18384.m1,10,0.758267114
aten_0.1.m1.5243.m1,0,1
aten_0.1.m1.5243.m1,0,1
aten_0.1.m1.14533.m1,-17,0.000649686
aten_0.1.m1.14533.m1,8,0.082841021
aten_0.1.m1.9166.m1,0,1
aten_0.1.m1.890.m1,-12,0.320835368
aten_0.1.m1.16970.m1,0,1
aten_0.1.m1.16970.m1,0,1
aten_0.1.m1.23393.m1,5,1
aten_0.1.m1.514.m1,16,0.225787622
aten_0.1.m1.26286.m1,7,1
aten_0.1.m1.26286.m1,7,1
aten_0.1.m1.8271.m1,-14,0.253504701
aten_0.1.m1.8271.m1,-14,0.253504701
aten_0.1.m1.22827.m1,4,1
aten_0.1.m1.28811.m1,0,1
aten_0.1.m1.10846.m1,-7,1
aten_0.1.m1.19330.m1,-33,1.02708361016275e-06
aten_0.1.m1.19330.m1,-33,1.02708361016275e-06
aten_0.1.m1.1789.m1,-6,1
aten_0.1.m1.4866.m1,1,1
aten_0.1.m1.4866.m1,1,1
aten_0.1.m1.6533.m1,24,0.024409781
aten_0.1.m1.6533.m1,24,0.024409781
aten_0.1.m1.28355.m1,9,0.320835368
aten_0.1.m1.28355.m1,9,0.320835368
aten_0.1.m1.13880.m1,4,1
aten_0.1.m1.13880.m1,4,1
aten_0.1.m1.5520.m1,-7,1
aten_0.1.m1.26593.m1,-4,1
aten_0.1.m1.10341.m1,-7,1
aten_0.1.m1.550.m1,0,1
aten_0.1.m1.15979.m1,0,1
aten_0.1.m1.15979.m1,0,1
aten_0.1.m1.15979.m1,0,1
aten_0.1.m1.15979.m1,0,1
aten_0.1.m1.11864.m1,6,1
aten_0.1.m1.15694.m1,0,1
aten_0.1.m1.15694.m1,0,1
aten_0.1.m1.26505.m1,-7,0.823946746
aten_0.1.m1.3175.m1,4,1
aten_0.1.m1.3175.m1,4,1
aten_0.1.m1.22532.m1,0,1
aten_0.1.m1.9164.m1,7,0.823946746
aten_0.1.m1.18849.m1,1,1
aten_0.1.m1.14014.m1,5,0.358799898
aten_0.1.m1.10143.m1,12,0.365974035
aten_0.1.m1.29187.m1,-4,1
aten_0.1.m1.29187.m1,-4,1
aten_0.1.m1.4504.m1,0,1
aten_0.1.m1.4504.m1,0,1
aten_0.1.m1.9161.m1,-3,0.823946746
aten_0.1.m1.24226.m1,26,0.009669688
aten_0.1.m1.5608.m1,-1,1
aten_0.1.m1.7726.m1,-4,1
aten_0.1.m1.26991.m1,-5,1
aten_0.1.m1.26991.m1,-5,1
aten_0.1.m1.2136.m1,-7,0.98617294
aten_0.1.m1.18186.m1,0,1
aten_0.1.m1.18186.m1,0,1
aten_0.1.m1.29470.m1,0,1
aten_0.1.m1.15471.m1,1,1
aten_0.1.m1.22265.m1,3,1
aten_0.1.m1.5086.m1,0,1
aten_0.1.m1.5086.m1,0,1
aten_0.1.m1.6844.m1,-3,1
aten_0.1.m1.21875.m1,0,1
aten_0.1.m1.21875.m1,0,1
aten_0.1.m1.28054.m1,-1,1
aten_0.1.m1.1388.m1,9,0.507749831
aten_0.1.m1.15058.m1,-2,1
aten_0.1.m1.8183.m1,0,1
aten_0.1.m1.1042.m1,-4,1
aten_0.1.m1.21761.m1,0,1
aten_0.1.m1.21761.m1,0,1
aten_0.1.m1.8582.m1,-19,0.001851099
aten_0.1.m1.8582.m1,-19,0.001851099
aten_0.1.m1.28182.m1,-5,1
aten_0.1.m1.25592.m1,-10,0.458998164
aten_0.1.m1.12785.m1,10,0.59504063
aten_0.1.m1.12785.m1,10,0.59504063
aten_0.1.m1.12785.m1,0,1
aten_0.1.m1.12785.m1,0,1
aten_0.1.m1.25014.m1,-12,0.365974035
aten_0.1.m1.9159.m1,0,1
aten_0.1.m1.11124.m1,10,0.758267114
aten_0.1.m1.11124.m1,10,0.758267114
aten_0.1.m1.8923.m1,0,1
aten_0.1.m1.18879.m1,8,0.870532016
aten_0.1.m1.18879.m1,8,0.870532016
aten_0.1.m1.18879.m1,7,0.919324265
aten_0.1.m1.18879.m1,7,0.919324265
aten_0.1.m1.28163.m1,-7,1
aten_0.1.m1.23392.m1,2,1
aten_0.1.m1.23392.m1,2,1
aten_0.1.m1.9622.m1,4,1
aten_0.1.m1.9622.m1,4,1
aten_0.1.m1.599.m1,0,1
aten_0.1.m1.599.m1,0,1
aten_0.1.m1.25999.m1,0,1
aten_0.1.m1.25999.m1,0,1
aten_0.1.m1.19938.m1,12,0.320835368
aten_0.1.m1.5975.m1,-6,0.745503719
aten_0.1.m1.5975.m1,-6,0.745503719
aten_0.1.m1.444.m1,3,1
aten_0.1.m1.7310.m1,-7,0.679571511
aten_0.1.m1.7310.m1,-7,0.679571511
aten_0.1.m1.31322.m1,-2,1
aten_0.1.m1.11669.m1,-7,1
aten_0.1.m1.2527.m1,10,0.503957807
aten_0.1.m1.2527.m1,10,0.503957807
aten_0.1.m1.28692.m1,0,1
aten_0.1.m1.28013.m1,7,0.779650108
aten_0.1.m1.4234.m1,7,0.958489725
aten_0.1.m1.24692.m1,-22,0.046465044
aten_0.1.m1.12083.m1,0,1
aten_0.1.m1.5645.m1,-7,1
aten_0.1.m1.938.m1,-1,1
aten_0.1.m1.15519.m1,0,1
aten_0.1.m1.22893.m1,6,0.679571511
aten_0.1.m1.22893.m1,6,0.679571511
aten_0.1.m1.25177.m1,1,1
aten_0.1.m1.10932.m1,-10,0.458998164
aten_0.1.m1.4507.m1,3,1
aten_0.1.m1.20541.m1,-25,0.012057094
aten_0.1.m1.20541.m1,-25,0.012057094
aten_0.1.m1.28738.m1,7,1
aten_0.1.m1.14142.m1,-13,0.433008542
aten_0.1.m1.2673.m1,0,1
aten_0.1.m1.9961.m1,2,1
aten_0.1.m1.9966.m1,2,1
aten_0.1.m1.9966.m1,2,1
aten_0.1.m1.612.m1,-12,0.119871224
aten_0.1.m1.18736.m1,-2,1
aten_0.1.m1.9805.m1,0,1
aten_0.1.m1.9805.m1,0,1
aten_0.1.m1.22713.m1,0,1
aten_0.1.m1.31330.m1,-4,1
aten_0.1.m1.31330.m1,-4,1
aten_0.1.m1.34088.m1,2,1
aten_0.1.m1.13329.m1,-7,1
aten_0.1.m1.13329.m1,-7,1
aten_0.1.m1.1192.m1,-6,0.958489725
aten_0.1.m1.26450.m1,16,0.197376924
aten_0.1.m1.26450.m1,16,0.197376924
aten_0.1.m1.22486.m1,-9,0.779650108
aten_0.1.m1.22486.m1,-9,0.779650108
aten_0.1.m1.11734.m1,0,1
aten_0.1.m1.11734.m1,0,1
aten_0.1.m1.28836.m1,15,0.149700079
aten_0.1.m1.26523.m1,3,1
aten_0.1.m1.26523.m1,3,1
aten_0.1.m1.20790.m1,-9,0.831861091
aten_0.1.m1.9866.m1,0,1
aten_0.1.m1.9866.m1,0,1
aten_0.1.m1.1637.m1,0,1
aten_0.1.m1.26627.m1,4,1
aten_0.1.m1.22923.m1,24,0.024409781
aten_0.1.m1.20781.m1,-5,1
aten_0.1.m1.25798.m1,0,1
aten_0.1.m1.13592.m1,-6,1
aten_0.1.m1.13592.m1,-6,1
aten_0.1.m1.15626.m1,0,1
aten_0.1.m1.15626.m1,0,1
aten_0.1.m1.6539.m1,-2,1
aten_0.1.m1.17555.m1,-1,1
aten_0.1.m1.21201.m1,0,1
aten_0.1.m1.11281.m1,0,1
aten_0.1.m1.1155.m1,0,1
aten_0.1.m1.12747.m1,1,1
aten_0.1.m1.3878.m1,-3,1
aten_0.1.m1.3878.m1,-3,1
aten_0.1.m1.3077.m1,0,1
aten_0.1.m1.3077.m1,0,1
aten_0.1.m1.7518.m1,-4,1
aten_0.1.m1.16563.m1,10,0.458998164
aten_0.1.m1.16563.m1,10,0.458998164
aten_0.1.m1.11576.m1,0,1
aten_0.1.m1.2307.m1,7,1
aten_0.1.m1.5515.m1,-1,1
aten_0.1.m1.26803.m1,0,1
aten_0.1.m1.1230.m1,2,1
aten_0.1.m1.1230.m1,2,1
aten_0.1.m1.32737.m1,0,1
aten_0.1.m1.24148.m1,-24,0.024409781
aten_0.1.m1.1875.m1,0,1
aten_0.1.m1.1875.m1,0,1
aten_0.1.m1.27541.m1,3,0.823946746
aten_0.1.m1.6227.m1,6,0.225787622
aten_0.1.m1.20851.m1,-3,1
aten_0.1.m1.17865.m1,0,1
aten_0.1.m1.14541.m1,-18,0.000472761
aten_0.1.m1.24863.m1,-7,1
aten_0.1.m1.20005.m1,0,1
aten_0.1.m1.6196.m1,0,1
aten_0.1.m1.26969.m1,-8,0.95886381
aten_0.1.m1.26969.m1,-8,0.95886381
aten_0.1.m1.29602.m1,4,1
aten_0.1.m1.29602.m1,4,1
aten_0.1.m1.5355.m1,10,0.758267114
aten_0.1.m1.33661.m1,-2,1
aten_0.1.m1.3073.m1,24,1.62175678087385e-05
aten_0.1.m1.20582.m1,0,1
aten_0.1.m1.6779.m1,0,1
aten_0.1.m1.2187.m1,-12,0.287999804
aten_0.1.m1.2190.m1,-12,0.287999804
aten_0.1.m1.2187.m1,-12,0.287999804
aten_0.1.m1.19493.m1,0,1
aten_0.1.m1.15166.m1,-3,0.823946746
aten_0.1.m1.15166.m1,-3,0.823946746
aten_0.1.m1.11576.m1,9,0.779650108
aten_0.1.m1.3950.m1,0,1
aten_0.1.m1.33920.m1,0,1
aten_0.1.m1.33920.m1,0,1
aten_0.1.m1.29464.m1,5,0.358799898
aten_0.1.m1.29464.m1,5,0.358799898
aten_0.1.m1.14883.m1,25,0.005476816
aten_0.1.m1.14883.m1,25,0.005476816
aten_0.1.m1.6071.m1,0,1
aten_0.1.m1.25353.m1,3,1
aten_0.1.m1.10263.m1,6,0.225787622
aten_0.1.m1.12191.m1,0,1
aten_0.1.m1.12191.m1,0,1
aten_0.1.m1.18384.m1,0,1
aten_0.1.m1.31892.m1,4,1
aten_0.1.m1.31892.m1,4,1
aten_0.1.m1.15456.m1,0,1
aten_0.1.m1.14229.m1,5,0.358799898
aten_0.1.m1.5649.m1,0,1
aten_0.1.m1.2092.m1,-7,1
aten_0.1.m1.14538.m1,0,1
aten_0.1.m1.20386.m1,0,1
aten_0.1.m1.14977.m1,0,1
aten_0.1.m1.18773.m1,0,1
aten_0.1.m1.16047.m1,15,0.149700079
aten_0.1.m1.16047.m1,15,0.149700079
aten_0.1.m1.13351.m1,2,1
aten_0.1.m1.31873.m1,0,1
aten_0.1.m1.31873.m1,21,0.062357379
aten_0.1.m1.17976.m1,-12,0.5400878
aten_0.1.m1.9569.m1,8,0.484738186
aten_0.1.m1.9569.m1,8,0.484738186
aten_0.1.m1.21012.m1,2,1
aten_0.1.m1.27866.m1,-21,0.056295642
aten_0.1.m1.26616.m1,-14,0.0043086
aten_0.1.m1.32943.m1,0,1
aten_0.1.m1.32312.m1,10,0.030051604
